"text","emotion","polarity"
" to all the lfc supporters who are nervous don t be ynwa lfcfamily mciliv ","unknown","negative"
" goal man city liverpool aguero","unknown","positive"
" penalty shout lfc t co pa n bjnee ","unknown","negative"
" mciliv but pour liverpool milner transforme le penalty et lance parfaitement cette e mt ","unknown","negative"
" mcfc tweets good to see you ud d udd ud d udd t co qfaecj l x t co hsshswl lb ","joy","positive"
" dropping far too many points at home","unknown","positive"
" ud e udd ud c udffd u d u ufe f ud e udd ud c udffd u d u ufe f ud e udd ud c udffd u d u ufe f t co k snm jr ","unknown","positive"
" liverpool fans after that miss mciliv t co nwkblub p ","unknown","negative"
" ft ud d udd ud d udd n nan absorbing game at the etihad as the points are shared cityvlfc mcfc t co s xfbiweta ","unknown","negative"
" liverpool fans after that miss mciliv t co nwkblub p ","unknown","negative"
" t co h kd xzdh lfc cualquiera de los dos podr u eda ir ganando pero hasta el momento no se abre la lata ","unknown","positive"
" goal ","unknown","positive"
" it s just a goal nothing to worry about been here before","joy","neutral"
" it s boringmilner","unknown","positive"
" interesting start at the etihad stadium n nplenty of pressing from the reds","unknown","neutral"
" james milner has now scored seven goals in the premier league this season","unknown","positive"
" firmino going off to slide in front of the lfc fans then looks back hahahaha n n t co x jrsunzpd ","unknown","positive"
" awful start by just very erratic approach so far no rhythm at all ","fear","negative"
" d u e couvrez le jardin m u e morial de l etihad stadium u e mancity amp la grande tradition des supporters anglais ud d ude f u bd ufe f ud c uddec ud c udde u ","unknown","positive"
" seleccionados u a gol de el kun empata las acciones ante el liverpool t co agpy vtaw ","unknown","positive"
" it s honours even at the etihad","unknown","positive"
" great game should ve been n midfield superb amp front a defenders nightmare n mciliv ","joy","neutral"
" pure beast","unknown","negative"
" a good battle ud d udd ud d udd t co y qkgj gg ","joy","neutral"
" absolutely stunning game of football could ve been better for lfc","unknown","positive"
" what the heck is she putting inside n mciliv n t co knmdw jt ","unknown","negative"
" baseline karakanayasoka ","unknown","positive"
" what the heck is she putting inside n mciliv n t co ysx ep phm ","unknown","negative"
" watching mancity hopefully beat liverpool t co fwol qimnm ","surprise","positive"
" ud d ude ud d ude ud d ude ud d ude malana what a miss lol ujimile kodwa lomfana ud d ude ud d ude ud d ude c u bd u bd epl mancity liverpool ","unknown","negative"
" u e u e u e d u e b u e u e f u e u e c u e u e u e u e u e b u e u e u e u e u e mcfc u e u e u e u e u e u e a u e lfc u e u e u e u e b u e u e pl goalthailand u e f u e u e u e a u e d u e u e u e u e u e u e b u e u e u e u e u e t co t bdq d pa ","unknown","positive"
" great game we missed so many chances ud c udf n mciliv ynwa ","joy","neutral"
" deux penalty non siffl u e s pour city ud d ude ud d ude ud d ude mciliv ","surprise","negative"
" it seems like fernandinho likes watching the match from outside","joy","positive"
" mciliv adam lallana unbelievable miss manchester city vs liverpool t co adcmbv sa ","unknown","negative"
" pl nft u e u e u e u e u e a u e a u e u e u e d u e u e c u e b u e u e u e u e u e u e u e u e u e d u e u e c u e e u e u e n u e a u e u e d u e u e c u e a u e d u e u e a u e t co zxaucdgwgp t co oc heb pie ","unknown","positive"
" come on t co ujnr uwfq ","unknown","positive"
" watching beat t co zp to vchr ","surprise","positive"
" why are fans booing milner ","unknown","positive"
" weekend recap united with the points amp now th","unknown","positive"
" that s what you get for booing james milner","sadness","negative"
" goal man city liverpool mins james milner slots home from the spot after clichy had fouled firmino mciliv ","unknown","negative"
" ud d ude a t co uspiqpzyem ","unknown","positive"
" what what kloop says me too sure penalty lfc ","unknown","neutral"
" more than happy to take a ff battering and have a scoreless game mciliv ","joy","negative"
" hujan dah mulai reda tpi lapangan masih licin mciliv ","unknown","positive"
" cityvlfc n can t wait to watch lfc n satan ","unknown","negative"
" u a u u u u a u u f u a u u u u u u u u u u u a u u u u u mciliv t co loxr p css ","unknown","positive"
" aguero pulls one back for city mciliv ","unknown","positive"
" milneeeeerrr goooooooaaaalll mci lfc mciliv ynwa ","unknown","positive"
" mom mciliv for me was emre can ruled the midfield like a boss mciliv ","joy","positive"
" firminio celebrated to early ud d ude ud d ude lfc n n t co q glyz qr ","unknown","positive"
" mciliv trying to figure out why city fans are booing milner t co nrluhcivml ","unknown","negative"
" she s beautiful n mciliv n t co qn s ur tj ","unknown","positive"
" ud d udcaa t co rqitvmnir ","unknown","positive"
" niyanya nina ","unknown","positive"
" klavan at fault for aguero s goal ","unknown","negative"
" next up mcfc host lfc minutes until kick off watch on sky sports hd or follow t co yzowmpcnz u ","joy","negative"
" the week diet plan review nfree trial offer t co vfdk k pe n n sundaymorning lamarathon fakemarchmadnessfacts nmike hopkins mciliv ","unknown","negative"
" yes yes just one more min to go nervous t co wezfmwv u ","unknown","neutral"
" mciliv battle of snakes n nsterling vs milner ud d ude ud d ude ","unknown","negative"
" a solid shift from both sides ud d udd ud d udd t co exgngruq y ","unknown","positive"
" what the heck is she putting inside n mciliv n t co bxopqudeai ","unknown","negative"
" gameplay laju nk mampos","unknown","positive"
" a draw against lfc one of the proudest days of his managerial career","unknown","positive"
" fuuucking hell mciliv ","unknown","negative"
" fair result mancity ","unknown","positive"
" it s been a rain soaked battle so far u ufe f t co rgicluqwhk ","unknown","negative"
" and we re under way at etihad stadium for mciliv n nbut which manager will be smiling at the final whistle t c u ","unknown","neutral"
"","unknown","positive"
" eh eh ehhh","unknown","positive"
" as a chelsea fan thank you for the draw dankie san ","unknown","positive"
" battle cry t co t pjbptcbx ","unknown","negative"
" quality match could had been any score line one of the best performances by emre can i ve seen mcfclfc lfc ","anger","positive"
" how boss is milner do tha to the snake lfc ","unknown","positive"
" lfc the reds look for a swift response but firmino s drive crashes into the side netting n n t co daob ikzfm ","unknown","positive"
" haha c est n importe quoi mciliv ","joy","positive"
" liverpool vs manchester city player ratings mciliv let me know your player ratings n n t co dxlyfrloqm ","unknown","positive"
" no fan can never again say that they sell out their games that s a shameful attendance for such an important game ","unknown","negative"
" eh eh ehhh","unknown","positive"
" tell em to stop bottling clear chances ","unknown","positive"
" ft n nspectacular match ud d udc f t co uiwgig tne ","unknown","positive"
" live match mancity vs liverpool masih alot di babak i t co awhpzafge ","joy","positive"
" mmmmm here we go transparent ud d ude t co zlu lsa wh ","unknown","positive"
" paddypower football nufc n lufc afc n premierleague mufc lfc n mcfc avfc spurs efc nbet u a get u a nclaim gt u ","sadness","negative"
" brazilian combination lfc ","unknown","positive"
" u u b a u bbf u bb u ba u bbf u bae u bbf u b f u b a u ba u bcd u ba u bcb u bb u b u bcd u b u bb u bcd n u risingstarredcarpet n u a play for a cause n u b rsmma n u c mciliv ","unknown","positive"
" firmino going off to slide in front of the lfc fans then looks back hahahaha n n t co x jrsunzpd ","unknown","positive"
" only one team winning this and it s not ","unknown","positive"
" any man city fans","unknown","positive"
" u n n t co is rawtnf ","unknown","positive"
" mancity need to buy fans n legends summer ud e udd mciliv ","unknown","negative"
" u n n t co is rawtnf ","unknown","positive"
" jurgen klopp we could have won u we forced the keeper to make outstanding saves a point away to man city","unknown","positive"
" did you donate your balls to charity tf is wrong with yall ","unknown","neutral"
" the games between klopp and guardiola are the most entertaining encounters in world football mciliv ","unknown","positive"
" this is easy to win mcfc ","unknown","positive"
" she s beautiful n mciliv n t co rciddb l i ","unknown","positive"
" ud d udcf james milner makes it ufe f u e out of ufe f u e from the u aa ufe f this season n nit s man city liverpool mins mciliv u ","unknown","positive"
" ramalan abang man city menang mudah dengan liverpool n nmancity liverpool n n k atas meja ","unknown","positive"
" we re back under way at the etihad n nwill it be klopp or guardiola who shows everyone who s boss mciliv t co u ","unknown","negative"
" can we wake up lads mciliv ","unknown","positive"
" ud d ude acho que o mascote gostou da muito carisma nsiga x ao vivo e exclusivo na espn e watchesp u ","unknown","positive"
" seru","unknown","positive"
" mais lallana t as pas le droit s u e rieux sfrsport mciliv ","unknown","positive"
" it s been a fine first half","unknown","positive"
" gooooooaaaaaaalll lfc mciliv ","unknown","positive"
" come on t co ujnr uwfq ","unknown","positive"
" i am the only one who thought lfc was shit ","unknown","positive"
" liverpool lead nmilner slots home a penalty for the reds n ","unknown","neutral"
" it s honours even at the etihad","unknown","positive"
" i still love you liverpool u ufe f u ufe f u ufe f lfc ","joy","positive"
" on cue clyne does a clyne n mcfcvlfc ","unknown","positive"
" india in pole position with aussies manchesterunited won mciliv draw louisville lost hoping for a uk win to make it a perfect day ","unknown","negative"
" sickner","unknown","positive"
" don t get too excited my boy went the darkside to utd at about after watching lfc with me loads till then ud d ude x ","sadness","negative"
" good point for liverpool could have won it with firmino amp especially lallana but hanging on for last minutes lfc ","joy","neutral"
" karakanayasoka kinangop ndaaaaani kabixaa ","unknown","positive"
" u e u e points lfc have won in games against the top six this season n n u e u e points lfc have won in games a u ","surprise","positive"
" unbeaten against the top n nyou have got to hand it to us n nbig team and even bigger heart lfc ","joy","positive"
" wijnaldum ud d ude d ud d ude d n mciliv ","unknown","positive"
" i wish our brazilians were on form nothing of of note for months swansea apart for firmino lfc ","unknown","neutral"
" mciliv l u e norme r u e action wtf de guardiola apr u e s une faute offrant un superbe check avec klopp ud d ude ud d udc a ud d ude d pl cc u ","unknown","positive"
" goooaaal kun aguero mciliv t co l etcr ssd ","unknown","positive"
" she s beautiful n mciliv n t co decsbzniff ","unknown","positive"
" liverpool fans looking at adam lallana mciliv t co vgiekd ont ","unknown","positive"
" did not wish yaya toure on his birthday this year as well nhe seems to be in mainnahinkhelta mode n mciliv ","unknown","positive"
" goal man city liverpool mins sergio aguero latches on to a low de bruyne cross to fire past mignolet mciliv ","sadness","negative"
" ud d ude ud d ude ud d ude ud d ude d clichy mciliv ","unknown","positive"
" penaltypool t co ufywg m ","unknown","positive"
" left back t co ljxljq oxy ","unknown","negative"
" literally t co bgbcadf ji ","unknown","positive"
" five manchester city players around oliver after he finally gives penalty fa will presumably charge club for not contro u ","joy","neutral"
" don t forget to click here to browse awesome lfc merchandise on amazon t co tr zbypsb t co zkzh b e t ","unknown","neutral"
" t co e dli gxv n n mybaselineis n coys n mciliv n cnnsotu n makeafilmsosad n unitednychalf n flowerreport ","unknown","positive"
" gooooooal milnerrrr t co rfdb qsuwy ","unknown","positive"
" kampen manchester city liverpool er startet f u f lg kampen her t co to ugerz u mcfclfc pldk mcfc lfc ","unknown","positive"
" jurgen klopp we could have won u we forced the keeper to make outstanding saves a point away to man city","unknown","positive"
" firmino going off to slide in front of the lfc fans then looks back hahahaha n n t co x jrsunzpd ","unknown","positive"
" it s boringmilner","unknown","positive"
" only barca fans will understand this nthey played well nfinishing cost them so much t co h tlii vk ","unknown","positive"
" il croque","unknown","positive"
" aaaaaaaaaaaaaa mciliv ","unknown","positive"
" milner tucks the penalty away after getting abuse all game lfc t co xzr x pl ","unknown","negative"
" imagine if we had a clinical striker","unknown","positive"
" mancity fouls cards nliverpool fouls cards n nseems fair ","unknown","positive"
" what the heck is she putting inside n mciliv n t co tzroahg py ","unknown","negative"
" fascinating to watch mcfc v lfc great game of soccer football ","joy","neutral"
" it s honours even at the etihad","unknown","positive"
" penalty liverpool shock mciliv ","unknown","negative"
" i can t watch this game again ud d ude ud c udffd u d u ufe f ud d ude ud d ude mciliv ","unknown","negative"
" firmino leads the line today ud d udd t co jsgeohdkb ","unknown","positive"
" what would be the best result for united mufc mcfc lfc ","unknown","positive"
" rt bmrisingtv remember lfc hate sterling because he reminded them they re not a big club anymore ","anger","negative"
" fuck we atleast deserved a win mciliv ","unknown","positive"
" emre can is playing superb motm so far for me lfc ","unknown","positive"
" vc ta de brincation with me ","unknown","positive"
" i would always give that as a pen high boot endangering firmino mciliv ","anger","positive"
" madness nthunderous nphysical n n attempts to sum up a thrilling draw between mcfc and lfc u ","anger","neutral"
" mancity saved by a willy ud d ude ud d ude ud d ude mciliv ","unknown","positive"
" that s what city get for booing him ud d ude d ud d ude lfc ","sadness","negative"
" u e u e u e u e b u e u e u e u e u e u e u e u e u e u e u e u e u e u e u e u e u e u e e u e u e u e u e u e u e u e u e u e u e u e u e u e lfc lfcthai ","unknown","positive"
" msolokombooooooooooooo ","unknown","positive"
" cool as it gets n nmilner sends caballero the wrong way to give us the lead from the spot ud c udfaf n n t co ftdiveaavc ","unknown","negative"
" fellaini ud e udd u ufe f nyoung assist u ufe f nlingard ud e udd u ufe f nvalencia ud e udd u ufe f n st team to reach pl wins u ufe f n nars lost u ufe f nlfc drop points u ufe f u ","unknown","negative"
" what a ball that was mind turned it on when he needed to there could go either way this now attackattackattack debruyne mciliv ","unknown","negative"
" can and gini were brilliant rest were ok coutinho honestly has me worried can t remember his last absolute stormer l u ","unknown","negative"
" five manchester city players around oliver after he finally gives penalty fa will presumably charge club for not contro u ","joy","neutral"
" agueros volley mciliv t co jwqhxkzl o ","unknown","positive"
" fernandinho is a great holding midfielde n n mciliv ","joy","positive"
" michigan clichy enlatercera lamarathon mesaza dfcoasse mciliv n t co yd ldb k l ","unknown","positive"
" finely balanced affair so far almost catches mignolet out with a fierce cross from the left u ","unknown","negative"
" the game will end with or players mciliv ynwa ","unknown","neutral"
" what the heck is she putting inside n mciliv n t co knmdw jt ","unknown","negative"
" here we go ud d udd ud d udd t co cuynl j ","unknown","positive"
" chyba mancity ","unknown","positive"
" good point lfc take that all day great game of football u bd ","joy","neutral"
" top n alex harvey n sundayfunday n cam braes n mciliv n myretirementplanis ","surprise","positive"
" she s beautiful n mciliv n t co yrkgedgrsv ","unknown","positive"
" firmino going off to slide in front of the lfc fans then looks back hahahaha n n t co x jrsunzpd ","unknown","positive"
" ud d udcf sergio aguero celebrates man city s equaliser against liverpool n nit s with mins remaining mciliv t c u ","unknown","positive"
" lallana","unknown","positive"
" la r u e ponse magnifique de guardiola sur son style de jeu en pl ud d ude ud d udd ud c uddec ud c udde l enqu u eate de transversales ici u a ufe f u ","unknown","positive"
" huge chance s for city","unknown","positive"
" ft ud d udd ud d udd n nan absorbing game at the etihad as the points are shared cityvlfc mcfc t co s xfbiweta ","unknown","negative"
" finisce in parit u e all etihad","unknown","positive"
" yellow for toure after a terrible foul on can lfc ","disgust","negative"
" for gods sake come on ","unknown","positive"
" what a way to take in what s your plonnbc setup t co lhc fiwkkg ","unknown","negative"
" goal city are level great ball in from de bruyne and there s aguero to make it five goals in five home league gam u ","joy","positive"
" lallana has got himself what is undeniably the miss of the month so far ","unknown","negative"
" the better sas n nsturridge amp suarez nor nsterling","unknown","neutral"
" is right","unknown","positive"
" what the heck is she putting inside n mciliv n t co ef paptj ","unknown","negative"
" eh eh ehhh","unknown","positive"
" how good is this game by the way two attacking teams going for the win you hardly ever see it in football anymore u ","joy","negative"
" live match mancity vs liverpool masih alot di babak i t co baqa bei t co bmpppj jk ","joy","positive"
" sport weekend man city vs liverpool come on football ","unknown","positive"
" sends off for f ck all but this from yaya toure is ok round of applause ud d udc f ud c udffc for michael oliver u ","unknown","positive"
" aguero wins free kick n plfans n mciliv ","joy","negative"
" agueros had a shit game scored one","unknown","negative"
" yes how the fuck did that stay out lfc ","unknown","positive"
" betfred best offer rugbyleague n mufc mcfc lfc wba nbetfred welcome offer nbet u a get u a nin bonus funds claim gt u ","sadness","positive"
" lfc have had penalties in the league this season","unknown","positive"
" lfc how can sky not mention toure right foot ft off floor into can chest if that s our player he s off ","unknown","negative"
" it s boringmilner","unknown","positive"
" great game should ve been n midfield superb amp front a defenders nightmare n mciliv ","joy","neutral"
" ud d udcf sergio aguero celebrates man city s equaliser against liverpool n nit s with mins remaining mciliv t c u ","unknown","positive"
" fucking shit ","unknown","positive"
" it has everything but goals so far ud d udd ud d udd t co qx otj ","unknown","positive"
" what the heck is she putting inside n mciliv n t co ndsjxmme x ","unknown","negative"
" happy n mciliv t co vc yatqh ","joy","positive"
" do something uglies ","unknown","positive"
" two good attacks","joy","positive"
" gooooooal milnerrrr t co rfdb qsuwy ","unknown","positive"
" he never changes jurgen klopp when milner took the penalty lfc t co qnj ztazzn ","unknown","negative"
" sterling mciliv lmao t co qg ct nqb ","unknown","positive"
" ft ud d udd ud d udd n nan absorbing game at the etihad as the points are shared cityvlfc mcfc t co s xfbiweta ","unknown","negative"
" goal man city liverpool mins sergio aguero latches on to a low de bruyne cross to fire past mignolet mciliv ","sadness","negative"
" liverpool need to keep the energy levels up man city will be show the effects of a midweek game in the second half n lfc coyr u ","unknown","negative"
" t co q w w qa live match mancity vs liverpool masih alot di babak i kedua tim bertemu di u t co uteudueug ","joy","positive"
" u u b u u u u u u u u u u n n u u a u u u u u u u u u u u a u u u a u a u a n u a u u f u u u u a u a u a mcfc n u u a u u u u u lfc t co i y iji ","unknown","positive"
" what the heck is she putting inside n mciliv n t co sqxeehwqnr ","unknown","negative"
" big twenty minutes to come ud d udc a ud d udc a t co gsjbumam f ","unknown","positive"
" hoho t co pqakjgckyd ","unknown","positive"
" goal manchester city liverpool sergio ag u fcero always scores against liverpool at the etihad great game this u ","joy","neutral"
" betvictor new custom n epl efc afc nbet u a get u a n football golf n lfc mcfc mufc nentry k goldengoal claim gt u t co tabkcwft ","sadness","negative"
" we need to score lads lfc ","anger","negative"
" a thoroughly entertaining contest ends with a share of the points ud d udd ud d udd t co h nnhkmg q ","unknown","positive"
" jangan kasih kendor","unknown","positive"
" well played from these city fans ud d udc f ud c udffc ud d udc f ud c udffc n lfc mciliv t co qon qtdoad ","unknown","positive"
" ft man city liverpool n nand breathe n nit ends all square what a game t co epjzspfppi mciliv t co odn u ","unknown","neutral"
" celebrations lfc mciliv cityvlfc milner t co vsixrrvff ","unknown","positive"
" firmino going off to slide in front of the lfc fans then looks back hahahaha n n t co x jrsunzpd ","unknown","positive"
" u u u u u u c u u u u u a u u u u u u a u a u a u u u a u u u u u u a u u a u u a u u u u a u u u f u u u u u a u c u u u a u u f u u u u b u u n n mciliv t co njeeltcs ","unknown","positive"
" another penalty shout lfc t co wxxm r ya ","unknown","negative"
" why can t you ever finish nwhy just why n mciliv mcfc ","unknown","positive"
" cool as it gets n nmilner sends caballero the wrong way to give us the lead from the spot ud c udfaf n n t co ftdiveaavc ","unknown","negative"
" keep working ud d udcaa t co x y em adg ","unknown","positive"
" what a frantic game with some sublime attacking play ud d udd u bd ud d udc f ud c udffb t co yx s m ","unknown","negative"
" i see a red card making an appearing in this game mciliv ","unknown","negative"
" ligapremiertd al u a atajad u f n en un mano a mano ante ","unknown","positive"
" aguero equalizes mciliv ","unknown","positive"
" gary neville in regards to it being a deserved pen yes it was stfu coyr ","joy","positive"
" best possible way for milner to silence the boo boys lfc lead at the etihad","unknown","neutral"
" karakanayasoka goooal anakiramba kimia penanti sasa ni t u ","unknown","positive"
" mciliv ce match prend compl u e tement feu ud d udd ud d udd ud d udd gros temps fort de liverpool","unknown","positive"
" v are will there be a gole in the last mins how do you think will win win lose draw ","unknown","neutral"
" what the heck is she putting inside n mciliv n t co kejgegsk k ","unknown","negative"
" can t say it wasn t coming lfc ","unknown","positive"
" missing alot of chances ynwa n mciliv ","unknown","positive"
" klopp can t watch ud d ude milner s penalty fires lfc into the lead follow all the action live on sky sports hd now u ","joy","negative"
" it s boringmilner","unknown","positive"
" a draw is better than a loss but lallana","unknown","neutral"
" ud d udcaa t co isvbhvcsvz ","unknown","positive"
" ft brillaint game n n mancity liverpool n nread allabout it","unknown","negative"
" goal u u a aguero nassist u u a de bruyne n nman city liverpool mins mciliv fpl ","unknown","positive"
" so close to capping off a great move n na deft chip over the top is met by a firmino pull back","joy","positive"
" it s the same every time michael oliver referee s a game can t understand why he was given a game like this mciliv ","joy","positive"
" make that ufe f u e mcfc t co aan jwlxs ","unknown","positive"
" ud d udcf sergio aguero celebrates man city s equaliser against liverpool n nit s with mins remaining mciliv t c u ","unknown","positive"
" mciliv adam lallana unbelievable miss manchester city vs liverpool t co adcmbv sa ","unknown","negative"
" de bruyne has taken his foot off the gas for quite some time","unknown","negative"
" both lfc bookings were soft oliver has reacted to the theatrics amp not the actual challenge city players don t make it eas u ","unknown","negative"
" wow lallana you absolute ud e udd mciliv ","unknown","positive"
" the hook did it for firmino mciliv ","unknown","positive"
" nd half underway coyr lfc ","unknown","positive"
" goal milner n n n n lfc mciliv ","unknown","positive"
" what the heck is she putting inside n mciliv n t co fzn bqz mj ","unknown","negative"
" come on city","unknown","positive"
" you know michael oliver s having a shit game when gneville says liverpool bookings were soft lfc ","unknown","neutral"
" pas besoin de beaucoup de buts pour voir du spectacle j avais pas pris autant mon pied devant un match de pl depuis un moment mciliv ","unknown","positive"
" yaaaaassssssss t co wmhijhgiz ","unknown","positive"
" gooooooal milnerrrr t co rfdb qsuwy ","unknown","positive"
" cfc new manager nthfc newish manager nmcfc new manager nlfc new manager nunited new manager narsenal ud d udc neverton new manager ","unknown","positive"
" gooooooal milnerrrr t co rfdb qsuwy ","unknown","positive"
" great penalty by milner mciliv ynwa redordead ","joy","neutral"
" u liverpool have to win o ","unknown","positive"
" just imagine the cb pairing of matip amp van djik n lfc ","unknown","positive"
" how is that not a sell out shameful ","unknown","negative"
" a thoroughly entertaining contest ends with a share of the points ud d udd ud d udd t co h nnhkmg q ","unknown","positive"
" ht mancity lfc ","unknown","positive"
" u elumahenakganteng n u revisipm n u a mciliv n u b my name is khan n u c coys n n wib trndnl t co j uq quzv ","unknown","positive"
" p u canaltiiiiiiiiiiiiiiiiiiiiiii para o ","unknown","positive"
" coutinho dikeluarkan dan divock origi dimasukkan n nmci lfc mciliv ynwa ","anger","positive"
" mciliv u eakamisiniz ya gol atmamak icin bu kadar ugrasilirmi ud d ude ","unknown","positive"
" gooooooal milnerrrr t co rfdb qsuwy ","unknown","positive"
" goodbye pep hello pellegrini","joy","positive"
" one day we might get a penalty in a big game ","sadness","negative"
" you don t say t co ou q ihgu ","unknown","positive"
" malah salaman wkwkwkwk mciliv ","unknown","positive"
" so close n nroberto races through but his shot is saved n n t co pfaqxry ev ","joy","negative"
" no wonder lalanna was playing for england funnyyyy man you ll never win leagues with these fellas ","surprise","positive"
" san u e centre u e ras de terre et milner la sort en corner heureusement car sterling u e tait derri u e re mciliv ","unknown","positive"
" thought emre can was a stand out performer today lfc ","unknown","positive"
" scored too early ","unknown","positive"
" we need reinforcements proper footballers maybe or quality players lfc ","unknown","neutral"
" all i know is if lfc are not in the top come may","surprise","positive"
" come on boys u ufe f mciliv ","unknown","positive"
" michael oliver in that st half handing yellow cards like n n mciliv t co vxt pvkh ","joy","positive"
" mciliv aguero goes close with a header ","joy","negative"
" i hope the players are watching men play soccer strong lads mcfc vs lfc ","unknown","positive"
" dope sentence construction lemme read all the books in this world and i still won t be able to construct such beau u t co e lpyygg ","unknown","positive"
" come on t co ujnr uwfq ","unknown","positive"
" iki g u fcnd u fcr y u fcz u fcm g u fcl u fcyor t co u ccr m lfc ","unknown","positive"
" klavan","unknown","positive"
" lol blatantly not properly watching the clip for rts gd t co omhiu sowv ","unknown","negative"
" mciliv sorry not scoring into a empty net","sadness","negative"
" que raro t co ugxz wluo ","unknown","positive"
" penalty to liverpool u mciliv ","unknown","negative"
" it s been a rain soaked battle so far u ufe f t co rgicluqwhk ","unknown","negative"
" come on boys","unknown","positive"
" sterling lallana sergio ud d ude ud d ude ud d ude mcfcvlfc mciliv n ud c udf b ud c udf b ","unknown","positive"
" james milner ice cold n to lfc ","unknown","negative"
" man city vs liverpool live streaming t co clcu s w online hd n mciliv stream nmciliv stream online nmci u ","joy","positive"
" oh yes lfc t co ugo yd nmm ","unknown","positive"
" such a bitchy tweet ud d ude ud d ude ud d ude ud d ude t co pstnoaydyq ","unknown","negative"
" este homem u e lindo","joy","positive"
" sport treble odds premierleague golf tennis nget x the odds football amp any sport n lfc mcfc efc claim gt u t co sqg he thc ","unknown","positive"
" what the heck is she putting inside n mciliv n t co mkwjsjsfh ","unknown","negative"
" come on t co ujnr uwfq ","unknown","positive"
" if that s lfc s bad patch over and hopefully it is ","sadness","neutral"
" this game got me moving up and down mciliv ","unknown","neutral"
" gooooooal milnerrrr t co rfdb qsuwy ","unknown","positive"
" what the heck is she putting inside n mciliv n t co ynscpkflcz ","unknown","negative"
" boooooom n n lfc mcfcvlfc t co excheo u ","unknown","positive"
" ht ud d udd ud d udd n nentertainment","unknown","positive"
" watching vs and you can t even blink exciting game mciliv t co ylfb gaxj ","joy","neutral"
" trend alert mciliv more trends at t co tt oimhu trndnl t co pswowjx uf ","fear","positive"
" i did tell you all that lallana was nothing more that a soap model mciliv ","unknown","positive"
" ud d udd u ufe f n u b ufe f u bd ufe f ud d udd n mciliv t co rsid zwkze ","unknown","positive"
" klub kaya pelatih mahal pemain mahal","unknown","positive"
" scandalous t co ymj a yzib ","unknown","negative"
" just seen this theo is missing being there but thinks he s there i spirit he predicted another win ","unknown","positive"
" goal man city liverpool aguero t co vgsdk xcr mciliv ","unknown","positive"
" what the heck is she putting inside n mciliv n t co j kzblme ","unknown","negative"
" oh dear aguero that was match right there","unknown","positive"
