score,text
0, Que jog u e o X 
-1, WHAT THE HECK is she putting inside n MCILIV n t co J KzBLMe 
-2, Those saying that Lallana miss could cost us Champs League football obviously missed most of our games in LFC 
0, HT Man City Liverpool n nIt somehow remains goalless after minutes t co EpJzSPFppI MCILIV t co AOwtj u 
0, City vs Keraasss ud d udc f ud d udc f 
0, Where s everyone s shooting boots today ud d ude Lfc 
1, good job 
0, IL arrive dans combien de temps le but de Man u e MCILIV 
2, ManCity amp Liverpool drop points n nArsenal is th n nManUnited fans right now n t co setWh XvO 
0, Come on Reds
1, A thoroughly entertaining contest ends with a share of the points ud d udd ud d udd t co h NnHKMg q 
0, It s BoringMilner
0, Here we go ud d udd ud d udd t co cuyNl J 
0, O citou a derrota do LFC pro Bournemouth e a sorte u e que n u e o tenho objetos cortantes no meu quarto premierleaguesonaespn 
-1, MCILIV Inviting ball played into the box but Milner is there to turn it behind with Sterling lurking Still u bd ufe f 
1, Wow getting nothing from this ref MCILIV 
0, Lol
0, Why so many empty seats again MCILIV 
0, delete 
0, Never a penalty Once you get megged like that
0, Come on man city t co am nReDj 
0, mdrrrrrrrrrrrrrr ce match est compl u e tement dingue n MCILIV 
0, Final score ManCity Liverpool 
0, PL ud c uddec ud c udde MAN CITY LIVERPOOL n nGOOOOOOOAAAAAL DE AGUERO n n MCILIV t co ntuDzPU sX 
-1, Penalty shout LFC t co pA N BjnEe 
0, GOAL MCILIV n Milner PEN 
1, A good battle ud d udd ud d udd t co Y qkgJ GG 
1, A very nice game t co nMZQvkUilY 
1, Yes Great shot by Milner Love how Klopp doesn t watch penalty shots lfc 
0, Half TIME LIV MCI n MCILIV 
1, City fans eh johnny come latelys t co iNlX J ogZ 
0, Man City have got Arsenal amp Chelsea next
0, Imagine being a grown up and getting your phone out to film a pen t co AofRfXTgZ 
-1, WHAT THE HECK is she putting inside n MCILIV n t co tiXYe maDw 
-1, what the fuck is this game MCILIV 
1, A good battle ud d udd ud d udd t co Y qkgJ GG 
0, shouldve wrapped up the game b the th minute unstead of these theatrics now 
0, Sports SportsNews RT SkyFootball Klopp can t watch ud d ude Milner s penalty fires LFC into the lead Follow all the u t co hFc nAOw 
0, Back to it n nCome on
0, Weekend Recap United with the points amp now th
0, City and Liverpool finished their who s the shitest finisher in the league PL encounter with a draw lfc mcfc 
1, She s Beautiful n MCILIV n t co EKDrOjaQkF 
-1, WHAT THE HECK is she putting inside n MCILIV n t co br cDWTg 
1, Magnificent game of football could have been all players gave everything and in my opinion that s all you can ask
0, MCILIV n nSiapa lagi pantas kali ini Mane dan Otemandi mengejar bola lolos Dapat ke Mane dan Mane t co mSNgJhDXDM 
0, It has everything but goals so far ud d udd ud d udd t co Qx Otj 
0, FelizDomingo Cr u f nica MCC LFC Los REDS u b sacan un valioso empate de visitante en el City of Manchester y mantienen sus posiciones 
0, MCILIV wt a game ud d udd 
1, Booooom leads MCILIV 
0, WE ARE PENALTYPOOL TRALALA LFC 
-1, This fucking ref Booked LFC players when City players roll around Emre Can gets up after getting studs in his chest Wa u 
0, SECOND HALF City get us under way again cityvlfc mcfc n n ud d udd ud d udd t co VntTklwrT 
0, MCILIV Quelle occasion pour Liverpool A quelques m u e tres du but
0, Here we go ud d udd ud d udd t co cuyNl J 
0,
0, Hasn t been a frantic start Been pure shite so far t co ftdkfGMoes 
1, Great unsolved mysteries n nMH nLord Lucan n TV money nJFK nLucas Leiva still at LFC 
-1, FT ManCity LFC n nMilner s penalty cancelled out by Aguero s late goal n nMore gt gt gt t co j hk ciqMC t co q H lZ L 
0, u a u u u f u u a u u u u u u f u a u SaudiTrendat n cityvlfc n u u a u u a u u u u u u u u u a u u u u u u u u a u f n u u u u u u a u a u u u u u u f u u u u a u u u a n MCILIV u u a u u u a u u u u a u t co DpP uH OWK u 
0, We ve been robbed of a Barcelona PSG here MCILIV 
-1, Five Manchester City players around Oliver after he finally gives penalty FA will presumably charge club for not contro u 
0, HAHAHAHHAHAHAHAH n n t co c hDnlvmFk 
0, COME ON t co ujnR uWFQ 
0, ub ud c ub e uc ube uaca uc MCILIV 
1, If Bravo was in Goal Man City would be goals down by now MCILIV 
0, MCILIV n n S E ATS n EMP T Y n I N n T H IS n ST A DIUM nEXPECTE u 
0, LIVE MATCH Menit 
1, A thoroughly entertaining contest ends with a share of the points ud d udd ud d udd t co h NnHKMg q 
1, Watching this game right now MCILIV t co E FIsRolX 
1, Cool as it gets n nMilner sends Caballero the wrong way to give us the lead from the spot ud c udfaf n n t co FTdiveaaVc 
0, GOOOOOOAL MILNERRRR t co RfdB QSUwY 
0, Oliver will try evening this up you watch LFC 
-1, Me after the Lallana miss n n LFC MCFCvLFC t co eAFyZrpMwJ 
1, A thoroughly entertaining contest ends with a share of the points ud d udd ud d udd t co h NnHKMg q 
0, ud d udcf It s still Man City Liverpool and as we head towards added time u n n u will someone have the final say MCILIV u 
3, Link u f ping winning with goals from Hurtig and Banusic Harder scoring Good things happen when I m at work Now it s your turn 
0, Oops MCILIV t co SjoSMy XPb 
0, foi um bom jogo ambas equipes tiveram chances 
0, mignolet 
2, What are the odds I won a soccer ball and MTN Recharge card for Predicting MUcity vs LFC correctly Madeofblack ud d ude 
0, JM I know CFC
3, Proper men Proper managers Pep and Juergen MCILIV pl Electric pace YNWA 
1, She s Beautiful n MCILIV n t co ne J QjYTM 
1, Not sure why City fans booing ref at half time he s done them some huge favours st half MCILIV 
-1, Five Manchester City players around Oliver after he finally gives penalty FA will presumably charge club for not contro u 
1, Emre Can should have got Man Of The Match he was brilliant Its not very often that happens either ud d udc f LFC 
-1, WHAT THE HECK is she putting inside n MCILIV n t co NzqUWHuxSc 
0, YES MILNER MCILIV 
0, LIVE MATCH ManCity Vs Liverpool Masih Alot di Babak I t co SFuSZ dg viva 
1, Aguero faut toujours qu il nique son dernier geste jsuis mort poteau de De Bruyne la chatte de Liverpool est immense MCILIV 
0, Coutinho shapes up for a yard shot but it soars just over n n t co EM E fc 
-1, vaut mieux zap u e MCILIV match fou 
1, She s Beautiful n MCILIV n t co GaVPc WmRm 
-1, Miss City Livermiss n MCILIV 
0, Itu tolong pawang hujan segera dikaryakan biar bisa berkarya Tq 
0, Credit to Emre Can ud d udc d t co XZRVBE ieW 
0, We rollen gewoon door mciliv C u mon City 
0, It s been a cracking match
0, FT ud d udd ud d udd n nAn absorbing game at the Etihad as the points are shared cityvlfc mcfc t co S XFBiWETa 
1, Man city fans getting salty that their players keep getting caught offside and are blaming the refs makes sense MCILIV PremierLeague 
0, GOAL Man City Liverpool mins James Milner slots home from the spot after Clichy had fouled Firmino MCILIV 
-1, Five Manchester City players around Oliver after he finally gives penalty FA will presumably charge club for not contro u 
-1, What a miss LFC 
0, Sends off for f ck all but this from Yaya Toure is ok Round of applause ud d udc f ud c udffc for Michael Oliver u 
0, We ll take that Could have been more but 
1, Both LFC bookings were soft Oliver has reacted to the theatrics amp not the actual challenge City players don t make it eas u 
0, ManCity e LFC ficam no empate num JOGA u c O Milner e aguerosergiokun fizeram os gols da partida t co gSRALrKhq foto 
-1, Lmao lallana s miss ud d ude ud d ude n MCILIV PL t co d gZcG GG 
1, needs more refs like Mike Oliver MCILIV epl 
1, Can amp Gini superb today LFC 
1, He s not at his best by a long way but
0, Milner scores MCILIV 
1, A thoroughly entertaining contest ends with a share of the points ud d udd ud d udd t co h NnHKMg q 
1, Sergio Ag u fcero Has scored in each of his last five Premier League matches against Liverpool at the Etihad MCILIV 
0, Sunny as ever in Manchester MCILIV 
1, Solid start to the second half n nLallana pulls it back for Sadio
0, Trend Alert MCILIV More trends at t co LZ lSnKin trndnl t co f ONMYben 
0, NOOOO 
0, Manchester City vs Liverpool t co vism ApQ mciliv t co bSJv HUIi 
1, No game again until st April Lucky the wife s Christmas present kicks in with us over to anfield for the derby LFC can t wait countdown 
1, MCFC fans booing James Milner MCILIV t co vtgFGhsmf 
0, GOOOOOOAL MILNERRRR t co RfdB QSUwY 
1, Firminio celebrated to early ud d ude ud d ude LFC n n t co q gLyZ QR 
0, GOOOOOOAL MILNERRRR t co RfdB QSUwY 
0, XI Mignolet
0, When your mate pulls a MCILIV t co Kn tH K vx 
0, MCILIV L u e norme r u e action WTF de Guardiola apr u e s une faute offrant un superbe check avec Klopp ud d ude ud d udc a ud d ude d PL cc u 
0, Live Stream ManchesterCity vs Liverpool n nAndroid ud d udcf HD n t co hXkFmJd n nPc ud d udcbbIOS ud d udcf u 
0, Michael Oliver having an absolute shocker MCILIV 
2, Is it just me or if Can wasn t German had a fancy surname and didn t have a nice haircut he wouldn t get onto our benc u 
0, HAHAHAHAHAHA 
0, Para uno de los comentaristas de nNo hay roja nNo hay penalti nFuera de juego MCILIV 
-1, Another big game where City have dropped points due to poor finishing LFC could ve scored some too Aguero s making it ha u 
0, Never a penalty Once you get megged like that
0, PL ud c uddec ud c udde MAN CITY LIVERPOOL n nTERMIN u c n n MCILIV t co xfIT npCRY 
0, Man City e Liverpool empatam a com golos de Milner e Aguero MCILIV t co yHxQiWINw 
-1, Somehow still haven t conceded MCILIV LFC YNWA t co zjOZSWNBg 
-1, WHAT THE HECK is she putting inside n MCILIV n t co tzROaHg PY 
0, LIVE MATCH Menit 
0, u b Tempo na Espn com e vs n u e o u e s u f exclusivo u e na premierleaguesonaespn 
-1, The ref chooses the worst incident to call a PK Once again LFC is rewarded for MCFCvLFC 
1, Emre Can should really work on his consistency LFC 
0, MCILIV BMGFCB Change D u edaDelHombre ComLulaOSertaoVirouMar DaysToPurposeTourBRASIL n t co UHIPV sqwy 
0, MCILIV L u e norme r u e action WTF de Guardiola apr u e s une faute offrant un superbe check avec Klopp ud d ude ud d udc a ud d ude d PL cc u 
0, City got carved twice in minutes ud d ude ud d ude ud d ude ud d ude ud d ude gameon n MCILIV 
0, Aguero scored nMan City Liverpool n LFC MCILIV 
1, She s Beautiful n MCILIV n t co RCidDB l I 
-1, El Rufai is a threat to Nigeria s National Security Reno Omokri t co TDCAVC xif MCILIV Stephen Odey StarFootballLeague MUFC 
2, If Dunc is pointing it out in our favour it s clearly a pen t co IMKK RtLns 
2, Obviously would have preferred a win but glad we managed to hold onto that point against such an attacking side lfc 
-1, Milner is going to take the penalty MCILIV 
1, A thoroughly entertaining contest ends with a share of the points ud d udd ud d udd t co h NnHKMg q 
0, Milner yes MCILIV 
0, ManCity Vs Liverpool Berakhir Tanpa Pemenang t co y q Qjsc U bola t co mBPObfwqA 
-1, Tha miss from Lallana nToo much Nivea cream on his boots ffs n LFC 
0, LFC knows the score u ufe f ud d udca ud d udc ud c udffb t co NXYACO y 
0, Don t start celebrating until you see the bill in the net MCILIV Reds Lallana 
1, Aguero His first vs a top side this season MCILIV 
-1, Not a bad performance and result but lallana had to score that LFC YNWA 
0, u u e u u u u u u u u c u u f t co WdEim P BI 
-1, Lallana playing that poorly infront of goal is a hazard to my health But I can t take away the warrior s work rate tonight MCILIV YNWA 
0, Check out LFC Liver Bird Engraved Acrylic Plastic Keyring Fob t co BvvcsV YfS 
-1, Let s kill this game cmon redman LFC 
0, lfc lah 
0, t co RZ PviKlr Mr Oliver Liverpools no fan ManCity Liverpool MCFCLFC MCFC LFC 
-1, How is this match still n nSterling amp Fernandinho go close for MCFC before Firmino is denied for LFC u 
0, Played
0, Makin keras bung MCILIV YNWA 
0, It s BoringMilner
0, All of James Milner s goals this season has been by penalties MCILIV 
0, FT ud d udd ud d udd n nAn absorbing game at the Etihad as the points are shared cityvlfc mcfc t co S XFBiWETa 
1, MCILIV is this hashtag Roman numerals for when Liverpool last won a major domestic title 
1, FIRMINO GOING OFF TO SLIDE IN FRONT OF THE LFC FANS THEN LOOKS BACK HAHAHAHA n n t co x JRSUnZpd 
1, FIRMINO GOING OFF TO SLIDE IN FRONT OF THE LFC FANS THEN LOOKS BACK HAHAHAHA n n t co x JRSUnZpd 
1, Emre Can was MOTM all day long Referee bottled it Yaya and Silva should have went Great performance LFC WeGoAgain 
0, MCILIV je pense qu il y a une erreur Ce chiffre n existe pas 
0, So close n nRoberto races through but his shot is saved n n t co pFAQxRy eV 
-1, Penalty pour Liverpool MCILIV 
0, Paddypower football nufc n lufc afc n PremierLeague mufc LFC n MCFC AVFC Spurs EFC nBet u a Get u a nClaim gt u 
0, ud d udcf No shortage of excitement at the Etihad but it s Man City Liverpool u somehow mins MCILIV t co skmGU u 
0, t co CZVQHu kYR n n excaja n n azado n nFeyenoord n n gaezwo n n mciliv n n TrBinda n nCoolsingel n nBiesbosch n nVilhena n nChuck u 
1, Good YahyaToure came off He looks absolutely knackered MCILIV BPL 
0, gol de Milner LFC 
2, Watching in the morning AND going to the match today Pretty much my perfect day BlueMoon SkyBlueSeaGreen 
-1, We are just a ball of mess in front of the city post MCILIV LFC 
1, Fair result City lfc with both sides missing sitters ynwa 
0, GOOOOOOAL MILNERRRR t co RfdB QSUwY 
0, Full Tim Man City Vs Liverpool t co QFteouScFv 
0, Why is Koloa looking away ud d ude ud d ude MCILIV 
0, mt elgon kang anga nategea KarakanaYaSoka 
0, It s honours even at the Etihad
0, GOOOOOOAL MILNERRRR t co RfdB QSUwY 
-2, Firmino frustrates the shit out of me LFC 
3, lfc keep this up and a goal will come tough team tough venue not so tough last fixtures we can do this 
-1, WHAT THE HECK is she putting inside n MCILIV n t co lG OsUPuVe 
1, Yo one more to win come on city 
1, She s Beautiful n MCILIV n t co yRkGEdgrsV 
0, Joe Scarborough t co j p YszqoJ 
0, Kun Skulle hatt straffe i f u f rste Gir seg ikke i dag Nydelig scoring fortjent MCILIV 
0, col culo che hai far u e autogol ud d ude 
-1, Draw please draw you both shit just draw MCILIV 
0, My nerves are shredded but would have took a point beforehand so on we go LFC 
0, Goal u u a AGUERO nAssist u u a DE BRUYNE n nMan City Liverpool mins MCILIV FPL 
-1, WHAT THE HECK is she putting inside n MCILIV n t co xaBH Is pL 
0, Lallana you ve got to be joking me ud d ude ud d ude MCILIV 
-1, Unlucky
0, MCILIV And a Yellow card for Gael CLICHY Milner to take u bd ufe f 
0, Goal let go City mcfc CmonCity MCILIV PremierLeague 
1, On reviendra sur cette folie de City Liverpool dans la semaine Fav pour recevoir l article MCILIV 
0, Game of the season t co IEU v V 
0, Draw go pap ruff n MCILIV 
0, u a u b u a u ed u a u u u a u u u n MCILIV 
1, Betvictor New Custom nBet u a Get n football golf EPL SFC n LFC mufc MCFC AFC nEntry k Golden Goal Claim gt u 
0, Why is Oliver still allowed to referee MCILIV 
-1, WHAT THE HECK is she putting inside n MCILIV n t co C ARPoXyn 
1, DeBruyne das Schlitzohr fast mit nem Tor n n LFC YNWA MCFCvLFC 
0, It s BoringMilner
0, ni caballero tumben u b an maen nya segeh kek gini bisa u b kang brapo makin lamo jdi paangek saluang di bangku cadangan nih ud d ude MCILIV 
1, Liverpool fans looking at Adam Lallana MCILIV t co vgIEkD ONT 
1, A good battle ud d udd ud d udd t co Y qkgJ GG 
-1, Unbelievable how its still MCILIV 
0, Tough call Very clumsy u b challenge but the defender got the ball first Ref maybe trying to atone for first half blunder MCILIV 
1, Kevin De Bruyne Has registered assists in the Premier League this season
0, Coutinho shapes up for a yard shot but it soars just over n n t co EM E fc 
0, Entertainment
0, GOAL Man City Liverpool mins James Milner slots home from the spot after Clichy had fouled Firmino MCILIV 
0, LFC v Man City
0, where tf is woodburm btw MCILIV 
1, MCILIV so much at stake City on top in game that is no classic so far more tale of missed chances t co lX zAnn f 
1, Lallana won t sleep for a few nights MCILIV t co PCvfREBwaa 
0, Gimmefive ud d udc b ud c udffb Guardiola Klopp cityvlfc MCILIV LFC MCI t co u HuD aTW 
0, He didn t tho u retarts
-1, Fuck t co rSWsPiwsy 
1, Games left vs top nChelsea nMan U nMan City nArsenal nSpurs nLFC nAT LEAST points to be dropped here 
1, FIRMINO GOING OFF TO SLIDE IN FRONT OF THE LFC FANS THEN LOOKS BACK HAHAHAHA n n t co x JRSUnZpd 
0, When was the last time we scored from a corner LFC 
0, u u b a u bbf u bb u ba u bbf u bae u bbf u b f u b a u ba u bcd u ba u bcb u bb u b u bcd u b u bb u bcd n u MCILIV n u a RisingStarRedCarpet n u b MirchiMusicAwards n u c PlayForACause 
0, Here we go ud d udd ud d udd t co cuyNl J 
0, GOAL LIVERPOOL MadeOfFootball MCILIV 
0, MCILIV Quelle occasion pour ManCity Frappe de San u e repouss u e e par Mignolet Silva suit mais envoie son tir u 
-1, misses everywhere in this game lfc 
-1, Mane motm Been quite poor for me lfc 
0, Klopp
-2, Utterly shocking t co P HViY X c 
1, FIRMINO GOING OFF TO SLIDE IN FRONT OF THE LFC FANS THEN LOOKS BACK HAHAHAHA n n t co x JRSUnZpd 
0, two clear penalties not given worst ref of all time lfc 
0, how many seasons has he been at liverpool 
-1, Oh tiens un penalty pour Liverpool ud d ude MCILIV 
0, What a game of football MCILIV 
1, It s good to talk The phone lines are open We are on air with amp straight after MCILIV t co lb OZtaCtS 
0, u u u u u u u u f u u u a u u u u u u u a u u u 
0, Hapa VIP Kwa ma LEGENDS TECNOxMCFC t co txRrwQ x V 
0, Get in Come on you Redmen LFC 
0, Come On Liverpool 
-1, It s awful t co SFEq lJ Gi 
-1, WHAT THE HECK is she putting inside n MCILIV n t co fSPqpUx te 
0, Semoga hasilnya imbang biar makin nyaman di puncak Mci vs Liv MCILIV SuperSoccerTv CFCIndo EPL 
5, This MCILIV is a great game of football and like all great games best enjoyed while you re drunk and don t care who wins 
1, I swear Liverpool must have the highest penalties awarded this season MCILIV 
0, WBD Top Trends Russia ud c uddf ud c uddfa Mar KRAT n u u u d u u u u u u u d u u b n Change ud c udf n u u a u u u u n u u a u u u u n u u u u u a u u u a u n MCILIV ud c udf n u f u u e u u u u u n n t co DVmT NfYxF 
-1, Penalty to LFC Goal to Liverpool Milner 
1, I love you u YNWA 
0, pls don t bottle lfc 
-1, Yaya Toure slides in and catches Emre Can in the chest n n That has got to be a red card Savage n n MCILIV u 
0, ud c udfa What a game that was LFC t co Z So nRqgM 
1, I think i prefer Mark Clattenberg to Michael Oliver ud d ude ud d ude MCILIV 
2, Reliable as you like LFC u bd ufe f ud d udd u aa ufe f 
0, Origi on for Coutinho LFC 
1, She s Beautiful n MCILIV n t co eHUOksKewY 
-1, WHAT THE HECK is she putting inside n MCILIV n t co KEjgEGSk k 
0, Come on City
0, Who missed the better opportunity MCILIV 
0, Hopefully the second half has a goal or for the Reds LFC t co O y aw fH 
0, ud d ude ud d ude members of the th estate akina arsenal t co vcjCUEmNFb 
2, Best possible way for Milner to silence the boo boys LFC lead at the Etihad
0, Eh eh ehhh
1, Solid start to the second half n nLallana pulls it back for Sadio
-1, WHAT THE HECK is she putting inside n MCILIV n t co I OQGvATC 
1, Come on boys let s get this win 
3, I thought both Gini amp Can were immense for LFC today We saw the best of Can he looks fitter amp stronger 
2, Jurgen Klopp We could have won u we forced the keeper to make outstanding saves A point away to Man City
-1, Penalty shout LFC t co pA N BjnEe 
-2, Haters will say I m listening to MCILIV game pale Kiss FM n nnp Distance n nOmarion 
-2, Next season if Firmino plays Striker we riot Smh SOOO WASTEFUL Dissapointed ud d ude ud d ude LFC MCILIV 
1, And we re under way at Etihad Stadium for MCILIV n nBut which manager will be smiling at the final whistle t c u 
-1, WHAT THE HECK is she putting inside n MCILIV n t co lZ yHYjIIb 
0, GOOOOOOAL MILNERRRR t co RfdB QSUwY 
0, AG u dcEROOOOOOOOOOOO n MCILIV 
1, Need to keep winning
0, HT All things considered
0, FutbolTotalDIRECTVBacca Otro vez corner para el 
0, It has everything but goals so far ud d udd ud d udd t co Qx Otj 
2, Thank you mr Oliver soft pen mciliv 
0, They ve called it a full house at the Etihad today MCILIV t co UuNtgAmthu 
0, Klavan having his customary mare LFC 
0, u u u u u u u u u u u u u a u c u u a u u u u u u u u u u u u u u a u u u u f u u a u u f u u a u u TheVioceKids MCILIV u u u u u u u u u a u u u u u u u a u a u a u u a u u u u u Mesaza u t co WySzGAUcKd 
0, Oh that ll another pen and red Yaya
0, u a u u u f u a u u u u u u u u MCILIV t co UiLPA uhBs 
1, That ll do nicely lads 
0, Live HD Stream Manchester City vs Liverpool n n t co tcln rEuwG u u n nsupport all devices n n cityvlfc mcfc u t co bB ufXZynv 
1, Yes Great shot by Milner Love how Klopp doesn t watch penalty shots lfc 
-1, Penalty shout LFC t co pA N BjnEe 
1, Firminio celebrated to early ud d ude ud d ude LFC n n t co q gLyZ QR 
0, u u a u u u u u a u c u a u u f u u b u u u a u u u u a u a u a u c u u u u u u u u u MCILIV 
-1, Penalty shout LFC t co pA N BjnEe 
0, It has everything but goals so far ud d udd ud d udd t co Qx Otj 
0, Dugarry pointe du doigt la lenteur des d u e fenses de ManCity et Liverpool u c a fait parfois peur u e voir ud d ude c u bd ufe f ud c uddec ud c udde u t co avsxM gh y 
1, She s Beautiful n MCILIV n t co ca jEpbmTb 
-1, MCILIV Sagna s parents need a slap for not making his first name La 
0, Eh eh ehhh
0, When you both leave the match with a point each MCILIV t co vm FIMwtRF 
-1, That guy don t miss from yards u bd ufe f ud d udca LFC 
0, A class act LFC MCILIV cityvlfc Milner t co XBoGzdWLCy 
0, ud d udd u ufe f n u b ufe f u bd ufe f ud d udd n MCILIV t co RsiD Zwkze 
0, Manchester City v Liverpool n nLive On Hd Stream all devices n n t co cHgMxen rm n t co cHgMxen rm n nRetw u 
-1, Come on City Keep attack t co xHvXjdpO w 
1, Firminio celebrated to early ud d ude ud d ude LFC n n t co q gLyZ QR 
1, LFC Interesting start at the Etihad Stadium n nPlenty of pressing from the Reds
0, u MCILIV n u Milner n u a Michael Oliver n u b Sterling n u c TOTSOU n n GMT trndnl t co do Hdxwcnc 
0, Yesss Millyyyy LFC u ufe f u ufe f 
1, A look at the League Table and you know we needed to win this match Honestly
1, Paddypower new Custom n football EPL SFC LFC n Sun n Middlesbrough v manutd nMan United enhanced to Claim u 
-1, This game was hard to watch for a fan of either team MCILIV 
0, I think we can nick this LFC YNWA 
0, La r u e ponse MAGNIFIQUE de Guardiola sur son style de jeu en PL ud d ude ud d udd ud c uddec ud c udde L enqu u eate de Transversales ici u a ufe f u 
-1, Five Manchester City players around Oliver after he finally gives penalty FA will presumably charge club for not contro u 
0, MCFC LFC EFL Match Report n nSergio Aguero cancels out Milner penalty in thrilling draw u t co khiYunC d 
0, 
0, Mane is jokes LFC 
0, come on lads 
1, She s Beautiful n MCILIV n t co EKYxYj ZGj 
-1, Look at the state of that ground ud d ude seriously where is everyone ud d udca ud d ude ud d ude embarrassing much MCILIV TRAMPDERBY 
0, Back to it n nCome on
0, You could see that coming it s all over LFC 
